Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,,,,,,,,,,,,,,,,,
New Mexico,US,4/30/20 2:32,34.8405,-106.2485,3213,112,705,3101,35,192.679845,61745,509,3.48583878,84000035,USA,3702.775297,15.84189231,,,,,,,,,,,,,,,,,
New York,US,4/30/20 2:32,42.1657,-74.9481,299691,23477,53238,276214,36,1777.418633,872481,65397,7.833735414,84000036,USA,5174.543066,21.82147612,,,,,,,,,,,,,,,,,
North Carolina,US,4/30/20 2:32,35.6301,-79.8064,10180,382,,9798,37,102.6429553,118440,,3.752455796,84000037,USA,1194.207429,,,,,,,,,,,,,,,,,,
North Dakota,US,4/30/20 2:32,47.5289,-99.784,1033,19,437,1014,38,170.3445478,25536,82,1.839303001,84000038,USA,4210.956799,7.93804453,,,,,,,,,,,,,,,,,
Northern Mariana Islands,US,4/30/20 2:32,15.0979,145.6739,14,2,12,12,69,25.38807486,224,,14.28571429,580,MNP,406.2091977,,,,,,,,,,,,,,,,,,
Ohio,US,4/30/20 2:32,40.3888,-82.7649,17303,937,,16366,39,154.8524861,128908,3421,5.415245911,84000039,USA,1153.656838,19.77113795,,,,,,,,,,,,,,,,,
Oklahoma,US,4/30/20 2:32,35.5653,-96.9289,3473,214,2319,3259,40,94.95209198,61267,693,6.161819752,84000040,USA,1675.044578,19.95393032,,,,,,,,,,,,,,,,,
Oregon,US,4/30/20 2:32,44.572,-122.0709,2446,101,,2345,41,61.04204714,54472,569,4.129190515,84000041,USA,1359.395908,23.26246934,,,,,,,,,,,,,,,,,
Pennsylvania,US,4/30/20 2:32,40.5908,-77.2098,46327,2373,,43954,42,368.0398097,214883,,5.122282902,84000042,USA,1707.114607,,,,,,,,,,,,,,,,,,
Puerto Rico,US,4/30/20 2:32,18.2208,-66.5901,1433,86,,1347,72,48.85102925,10746,,6.001395673,630,PRI,366.3315843,,,,,,,,,,,,,,,,,,
Rhode Island,US,4/30/20 2:32,41.6809,-71.5118,8247,251,391,7996,44,778.4881641,60165,750,3.043530981,84000044,USA,5679.36709,9.094216079,,,,,,,,,,,,,,,,,
South Carolina,US,4/30/20 2:32,33.8569,-80.945,5882,231,3252,5651,45,116.7069281,54217,1000,3.927235634,84000045,USA,1075.739463,17.00102006,,,,,,,,,,,,,,,,,
South Dakota,US,4/30/20 2:32,44.2998,-99.4388,2373,13,1492,2360,46,322.4657966,16833,165,0.547829751,84000046,USA,2287.428047,6.953223767,,,,,,,,,,,,,,,,,
Tennessee,US,4/30/20 2:32,35.7478,-86.6923,10366,195,5140,10171,47,157.8996513,168549,1013,1.881149913,84000047,USA,2567.415428,9.772332626,,,,,,,,,,,,,,,,,
Texas,US,4/30/20 2:32,31.0545,-97.5635,27257,754,12507,26503,48,118.5882993,314790,,2.766261878,84000048,USA,1369.571514,,,,,,,,,,,,,,,,,,
Utah,US,4/30/20 2:32,40.15,-111.8624,4497,45,1790,4452,49,156.915044,105778,383,1.000667111,84000049,USA,3690.94052,8.51678897,,,,,,,,,,,,,,,,,
Vermont,US,4/30/20 2:32,44.0459,-72.7107,862,47,,815,50,141.174698,15429,,5.452436195,84000050,USA,2526.896073,,,,,,,,,,,,,,,,,,
Virgin Islands,US,4/30/20 2:32,18.3358,-64.8963,57,4,51,53,78,53.13793489,794,,7.01754386,850,VIR,740.2021106,,,,,,,,,,,,,,,,,,
Virginia,US,4/30/20 2:32,37.7693,-78.17,14962,522,2042,14440,51,189.2192335,85940,3608,3.488838391,84000051,USA,1086.853424,24.11442321,,,,,,,,,,,,,,,,,
Washington,US,4/30/20 2:32,47.4009,-121.4905,14070,801,,13269,53,186.3723529,182515,,5.692963753,84000053,USA,2417.608386,,,,,,,,,,,,,,,,,,
West Virginia,US,4/30/20 2:32,38.4912,-80.9545,1110,38,504,1072,54,83.90035359,43071,,3.423423423,84000054,USA,3255.560477,,,,,,,,,,,,,,,,,,
Wisconsin,US,4/30/20 2:32,44.2685,-89.6165,6520,308,,6212,55,126.0007834,73150,1489,4.72392638,84000055,USA,1413.643759,22.83742331,,,,,,,,,,,,,,,,,
Wyoming,US,4/30/20 2:32,42.756,-107.3025,545,7,362,538,56,109.6050197,9217,56,1.28440367,84000056,USA,1853.632049,10.27522936,,,,,,,,,,,,,,,,,
Recovered,US,4/30/20 2:32,,,0,0,120720,-120720,,,,,,84070001,USA,,,,,,,,,,,,,,,,,,,
Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,,,,,,,,,,,,,,,,,
Alabama,US,5/1/20 2:32,32.3182,-86.9023,7088,272,0,6816,1,151.1656153,87196,978,3.837471783,84000001,USA,1859.627115,13.7979684,,,,,,,,,,,,,,,,,
Alaska,US,5/1/20 2:32,61.3707,-152.4044,355,9,252,94,2,59.38947618,19119,,2.535211268,84000002,USA,3198.499705,,,,,,,,,,,,,,,,,,
American Samoa,US,5/1/20 2:32,-14.271,-170.132,0,0,0,0,60,0,3,,,16,ASM,5.391707554,,,,,,,,,,,,,,,,,,
Arizona,US,5/1/20 2:32,33.7298,-111.4312,7655,320,1499,5836,4,105.1696336,71786,1169,4.180274331,84000004,USA,986.2452407,15.27106466,,,,,,,,,,,,,,,,,
Arkansas,US,5/1/20 2:32,34.9697,-92.3731,3281,61,1305,1915,5,126.727145,48379,402,1.859189272,84000005,USA,1868.617052,12.25236208,,,,,,,,,,,,,,,,,
California,US,5/1/20 2:32,36.1162,-119.6816,50130,2031,0,48099,6,127.8545381,625337,,4.051466188,84000006,USA,1594.896734,,,,,,,,,,,,,,,,,,
Colorado,US,5/1/20 2:32,39.0598,-105.3111,15284,777,2415,12092,8,269.7106822,71059,2621,5.08374771,84000008,USA,1253.949972,17.14865219,,,,,,,,,,,,,,,,,
Connecticut,US,5/1/20 2:32,41.5978,-72.7554,27700,2257,0,25443,9,776.9360503,97133,,8.14801444,84000009,USA,2724.409003,,,,,,,,,,,,,,,,,,
Delaware,US,5/1/20 2:32,39.3185,-75.5071,4734,152,1275,3307,10,486.1547562,21820,,3.210815378,84000010,USA,2240.789349,,,,,,,,,,,,,,,,,,
Diamond Princess,US,5/1/20 2:32,,,49,0,0,49,88888,,,,0,84088888,USA,,,,,,,,,,,,,,,,,,,
District of Columbia,US,5/1/20 2:32,38.8974,-77.0268,4323,224,660,3439,11,612.5407192,20079,,5.181586861,84000011,USA,2845.06248,,,,,,,,,,,,,,,,,,
Florida,US,5/1/20 2:32,27.7663,-81.6868,33690,1268,0,32422,12,158.6710553,382405,5795,3.763728109,84000012,USA,1801.027156,17.20094984,,,,,,,,,,,,,,,,,
Georgia,US,5/1/20 2:32,33.0406,-83.6431,26264,1132,0,25132,13,259.0293127,149044,5156,4.310082242,84000013,USA,1469.949927,19.63143466,,,,,,,,,,,,,,,,,
Grand Princess,US,5/1/20 2:32,,,103,3,0,100,99999,,,,2.912621359,84099999,USA,,,,,,,,,,,,,,,,,,,
Guam,US,5/1/20 2:32,13.4443,144.7937,145,5,131,9,66,88.29134927,2108,,3.448275862,316,GUM,1283.573547,,,,,,,,,,,,,,,,,,
Hawaii,US,5/1/20 2:32,21.0943,-157.4983,618,16,516,86,15,43.65066472,30640,69,2.588996764,84000015,USA,2164.168879,11.16504854,,,,,,,,,,,,,,,,,
Idaho,US,5/1/20 2:32,44.2405,-114.4788,1984,60,1121,803,16,123.1917849,28693,175,3.024193548,84000016,USA,1781.623933,8.820564516,,,,,,,,,,,,,,,,,
Illinois,US,5/1/20 2:32,40.3495,-88.9861,52918,2355,0,50563,17,450.9165361,269867,,4.450281568,84000017,USA,2299.548223,,,,,,,,,,,,,,,,,,
Indiana,US,5/1/20 2:32,39.8494,-86.2583,17835,1114,0,16721,18,272.5399809,94998,,6.24614522,84000018,USA,1451.68226,,,,,,,,,,,,,,,,,,
Iowa,US,5/1/20 2:32,42.0115,-93.2105,7145,162,2697,4286,19,272.6357293,42667,,2.267319804,84000019,USA,1628.068392,,,,,,,,,,,,,,,,,,
Kansas,US,5/1/20 2:32,38.5266,-96.7265,4413,134,272,4007,20,180.9727995,31626,523,3.036483118,84000020,USA,1296.951226,11.85134829,,,,,,,,,,,,,,,,,
Kentucky,US,5/1/20 2:32,37.6681,-84.6701,4708,240,1668,2800,21,137.5279956,54101,1359,5.097706032,84000021,USA,1580.374276,28.86576041,,,,,,,,,,,,,,,,,
Louisiana,US,5/1/20 2:32,31.1695,-91.8678,28001,1905,17303,8793,22,609.0793963,161309,,6.803328453,84000022,USA,3508.802841,,,,,,,,,,,,,,,,,,
Maine,US,5/1/20 2:32,44.6939,-69.3819,1095,53,631,411,23,93.27039214,20641,170,4.840182648,84000023,USA,1758.168187,15.52511416,,,,,,,,,,,,,,,,,
Maryland,US,5/1/20 2:32,39.0639,-76.8021,21742,1140,1432,19170,24,365.8215463,114359,4559,5.243307883,84000024,USA,1924.155377,20.96863214,,,,,,,,,,,,,,,,,
Massachusetts,US,5/1/20 2:32,42.2302,-71.5301,62205,3562,0,58643,25,906.2801037,275647,5942,5.726227795,84000025,USA,4015.969645,9.552286794,,,,,,,,,,,,,,,,,
Michigan,US,5/1/20 2:32,43.3266,-84.5361,41379,3789,8342,29248,26,519.3630582,180267,,9.156818676,84000026,USA,2262.597463,,,,,,,,,,,,,,,,,,
Minnesota,US,5/1/20 2:32,45.6945,-93.9002,5136,343,2172,2621,27,103.8321251,70276,1044,6.67834891,84000027,USA,1420.737232,20.3271028,,,,,,,,,,,,,,,,,
Mississippi,US,5/1/20 2:32,32.7416,-89.6787,6815,261,3413,3141,28,235.3891226,66340,1175,3.829787234,84000028,USA,2291.374085,17.24137931,,,,,,,,,,,,,,,,,
Missouri,US,5/1/20 2:32,38.4561,-92.2884,7818,350,0,7468,29,133.4253555,80687,,4.476848299,84000029,USA,1377.039097,,,,,,,,,,,,,,,,,,
Montana,US,5/1/20 2:32,46.9219,-110.4544,453,16,392,45,30,52.31025408,13914,61,3.53200883,84000030,USA,1606.721579,13.46578366,,,,,,,,,,,,,,,,,
Nebraska,US,5/1/20 2:32,41.1254,-98.2681,4281,70,0,4211,31,280.6712508,25321,,1.635131979,84000031,USA,1660.097347,,,,,,,,,,,,,,,,,,
Nevada,US,5/1/20 2:32,38.3135,-117.0554,5053,243,158,4652,32,167.5010782,41986,,4.809024342,84000032,USA,1391.78711,,,,,,,,,,,,,,,,,,
New Hampshire,US,5/1/20 2:32,43.4525,-71.5639,2146,72,980,1094,33,161.5783783,21921,259,3.355079217,84000033,USA,1650.49377,12.06896552,,,,,,,,,,,,,,,,,
New Jersey,US,5/1/20 2:32,40.2989,-74.521,118652,7228,15642,95782,34,1335.841724,247918,,6.091764151,84000034,USA,2791.181004,,,,,,,,,,,,,,,,,,
New Mexico,US,5/1/20 2:32,34.8405,-106.2485,3411,123,734,2554,35,204.553673,65085,536,3.605980651,84000035,USA,3903.071184,15.7138669,,,,,,,,,,,,,,,,,
New York,US,5/1/20 2:32,42.1657,-74.9481,304372,23587,54771,226014,36,1805.180883,900636,66369,7.749398762,84000036,USA,5341.525797,21.80522518,,,,,,,,,,,,,,,,,
North Carolina,US,5/1/20 2:32,35.6301,-79.8064,10754,406,0,10348,37,108.4304854,128036,,3.775339409,84000037,USA,1290.962026,,,,,,,,,,,,,,,,,,
North Dakota,US,5/1/20 2:32,47.5289,-99.784,1067,19,458,590,38,175.9512416,27460,85,1.780693533,84000038,USA,4528.229703,7.966260544,,,,,,,,,,,,,,,,,
Northern Mariana Islands,US,5/1/20 2:32,15.0979,145.6739,14,2,12,0,69,25.38807486,599,,14.28571429,580,MNP,1086.246917,,,,,,,,,,,,,,,,,,
Ohio,US,5/1/20 2:32,40.3888,-82.7649,18027,976,0,17051,39,161.3318943,133890,3533,5.414101071,84000039,USA,1198.243042,19.59838021,,,,,,,,,,,,,,,,,
Oklahoma,US,5/1/20 2:32,35.5653,-96.9289,3618,222,2401,995,40,98.91640334,63422,703,6.135986733,84000040,USA,1733.962447,19.43062465,,,,,,,,,,,,,,,,,
Oregon,US,5/1/20 2:32,44.572,-122.0709,2510,103,0,2407,41,62.63922253,56032,578,4.103585657,84000041,USA,1398.327059,23.02788845,,,,,,,,,,,,,,,,,
Pennsylvania,US,5/1/20 2:32,40.5908,-77.2098,47971,2475,0,45496,42,381.1003887,221365,,5.159367118,84000042,USA,1758.610151,,,,,,,,,,,,,,,,,,
Puerto Rico,US,5/1/20 2:32,18.2208,-66.5901,1539,92,0,1447,72,52.46457363,10852,,5.977907732,630,PRI,369.9451287,,,,,,,,,,,,,,,,,,
Rhode Island,US,5/1/20 2:32,41.6809,-71.5118,8621,266,461,7894,44,813.7924655,63710,896,3.085488922,84000044,USA,6014.002781,10.39322584,,,,,,,,,,,,,,,,,
South Carolina,US,5/1/20 2:32,33.8569,-80.945,6095,244,3252,2599,45,120.9331395,56512,1000,4.003281378,84000045,USA,1121.275403,16.40689089,,,,,,,,,,,,,,,,,
South Dakota,US,5/1/20 2:32,44.2998,-99.4388,2449,17,1573,859,46,332.793399,17028,173,0.694160882,84000046,USA,2313.9265,7.064107799,,,,,,,,,,,,,,,,,
Tennessee,US,5/1/20 2:32,35.7478,-86.6923,10735,199,5140,5396,47,163.520428,168549,1013,1.853749418,84000047,USA,2567.415428,9.436422916,,,,,,,,,,,,,,,,,
Texas,US,5/1/20 2:32,31.0545,-97.5635,28727,812,12507,15408,48,124.9838968,314790,,2.826609113,84000048,USA,1369.571514,,,,,,,,,,,,,,,,,,
Utah,US,5/1/20 2:32,40.15,-111.8624,4672,46,1939,2687,49,163.0213665,108501,390,0.984589041,84000049,USA,3785.9549,8.34760274,,,,,,,,,,,,,,,,,
Vermont,US,5/1/20 2:32,44.0459,-72.7107,866,49,0,817,50,141.829801,15652,,5.658198614,84000050,USA,2563.418065,,,,,,,,,,,,,,,,,,
Virgin Islands,US,5/1/20 2:32,18.3358,-64.8963,66,4,51,11,78,61.52813514,873,,6.060606061,850,VIR,813.8494239,,,,,,,,,,,,,,,,,,
Virginia,US,5/1/20 2:32,37.7693,-78.17,15847,552,2104,13191,51,200.4115221,91509,3654,3.483309144,84000051,USA,1157.282639,23.05799205,,,,,,,,,,,,,,,,,
Washington,US,5/1/20 2:32,47.4009,-121.4905,14327,814,0,13513,53,189.7765956,187800,,5.681580233,84000053,USA,2487.613921,,,,,,,,,,,,,,,,,,
West Virginia,US,5/1/20 2:32,38.4912,-80.9545,1125,41,545,539,54,85.03414215,44541,,3.644444444,84000054,USA,3366.671756,,,,,,,,,,,,,,,,,,
Wisconsin,US,5/1/20 2:32,44.2685,-89.6165,6854,316,3352,3186,55,132.4554248,76248,1512,4.610446455,84000055,USA,1473.513456,22.06011088,,,,,,,,,,,,,,,,,
Wyoming,US,5/1/20 2:32,42.756,-107.3025,559,7,371,181,56,112.4205615,9446,56,1.252236136,84000056,USA,1899.686268,10.01788909,,,,,,,,,,,,,,,,,
Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,,,,,,,,,,,,,,,,,
Alabama,US,5/2/20 2:32,32.3182,-86.9023,7294,289,0,7005,1,155.5589726,91933,1008,3.96216068,84000001,USA,1960.653006,13.81957774,,,,,,,,,,,,,,,,,
Alaska,US,5/2/20 2:32,61.3707,-152.4044,364,9,254,101,2,60.89512488,20325,,2.472527473,84000002,USA,3400.256629,,,,,,,,,,,,,,,,,,
American Samoa,US,5/2/20 2:32,-14.271,-170.132,0,0,0,0,60,0,57,,,16,ASM,102.4424435,,,,,,,,,,,,,,,,,,
Arizona,US,5/2/20 2:32,33.7298,-111.4312,7969,330,1528,6111,4,109.4835807,74879,1203,4.141046555,84000004,USA,1028.738993,15.09599699,,,,,,,,,,,,,,,,,
Arkansas,US,5/2/20 2:32,34.9697,-92.3731,3337,64,1973,1300,5,128.8901197,49676,414,1.917890321,84000005,USA,1918.713092,12.40635301,,,,,,,,,,,,,,,,,
California,US,5/2/20 2:32,36.1162,-119.6816,52026,2126,0,49900,6,132.6902094,654985,,4.086418329,84000006,USA,1670.51276,,,,,,,,,,,,,,,,,,
Colorado,US,5/2/20 2:32,39.0598,-105.3111,15793,821,2486,12486,8,278.6928032,72390,2697,5.198505667,84000008,USA,1277.4376,17.0771861,,,,,,,,,,,,,,,,,
Connecticut,US,5/2/20 2:32,41.5978,-72.7554,28764,2339,4346,22079,9,806.7793701,100257,7758,8.131692393,84000009,USA,2812.031682,26.97121402,,,,,,,,,,,,,,,,,
Delaware,US,5/2/20 2:32,39.3185,-75.5071,4918,159,1403,3356,10,505.0505051,22585,,3.233021553,84000010,USA,2319.350479,,,,,,,,,,,,,,,,,,
Diamond Princess,US,5/2/20 2:32,,,49,0,0,49,88888,,,,0,84088888,USA,,,,,,,,,,,,,,,,,,,
District of Columbia,US,5/2/20 2:32,38.8974,-77.0268,4658,231,666,3761,11,660.0080198,21135,,4.959209961,84000011,USA,2994.690747,,,,,,,,,,,,,,,,,,
Florida,US,5/2/20 2:32,27.7663,-81.6868,34728,1314,0,33414,12,163.5597628,402699,5795,3.783690394,84000012,USA,1896.606568,16.68682331,,,,,,,,,,,,,,,,,
Georgia,US,5/2/20 2:32,33.0406,-83.6431,27489,1169,0,26320,13,271.1109038,168367,5269,4.252610135,84000013,USA,1660.523465,19.16766707,,,,,,,,,,,,,,,,,
Grand Princess,US,5/2/20 2:32,,,103,3,0,100,99999,,,,2.912621359,84099999,USA,,,,,,,,,,,,,,,,,,,
Guam,US,5/2/20 2:32,13.4443,144.7937,145,5,131,9,66,88.29134927,3005,,3.448275862,316,GUM,1829.7621,,,,,,,,,,,,,,,,,,
Hawaii,US,5/2/20 2:32,21.0943,-157.4983,619,16,526,77,15,43.72129686,31094,70,2.584814216,84000015,USA,2196.235872,11.3085622,,,,,,,,,,,,,,,,,
Idaho,US,5/2/20 2:32,44.2405,-114.4788,2015,63,1175,777,16,125.1166565,29225,178,3.126550868,84000016,USA,1814.657215,8.833746898,,,,,,,,,,,,,,,,,
Illinois,US,5/2/20 2:32,40.3495,-88.9861,56055,2457,0,53598,17,477.647047,284688,,4.383195076,84000017,USA,2425.838596,,,,,,,,,,,,,,,,,,
Indiana,US,5/2/20 2:32,39.8494,-86.2583,18630,1175,0,17455,18,284.6885251,99639,,6.307031669,84000018,USA,1522.602252,,,,,,,,,,,,,,,,,,
Iowa,US,5/2/20 2:32,42.0115,-93.2105,7884,170,2899,4815,19,300.8341623,45592,,2.156265855,84000019,USA,1739.67924,,,,,,,,,,,,,,,,,,
Kansas,US,5/2/20 2:32,38.5266,-96.7265,4634,140,280,4214,20,190.0357927,33034,534,3.021148036,84000020,USA,1354.691924,11.5235218,,,,,,,,,,,,,,,,,
Kentucky,US,5/2/20 2:32,37.6681,-84.6701,4882,246,1675,2961,21,142.610806,56612,1375,5.038918476,84000021,USA,1653.724488,28.1646866,,,,,,,,,,,,,,,,,
Louisiana,US,5/2/20 2:32,31.1695,-91.8678,28711,1970,17303,9438,22,624.523358,168251,,6.861481662,84000022,USA,3659.805632,,,,,,,,,,,,,,,,,,
Maine,US,5/2/20 2:32,44.6939,-69.3819,1123,55,657,411,23,95.65538847,20669,177,4.897595726,84000023,USA,1760.553183,15.76135352,,,,,,,,,,,,,,,,,
Maryland,US,5/2/20 2:32,39.0639,-76.8021,23472,1080,1517,20875,24,394.9297827,120983,4718,4.601226994,84000024,USA,2035.607954,20.10054533,,,,,,,,,,,,,,,,,
Massachusetts,US,5/2/20 2:32,42.2302,-71.5301,64311,3716,0,60595,25,936.9629411,289636,6169,5.778171697,84000025,USA,4219.778862,9.592449192,,,,,,,,,,,,,,,,,
Michigan,US,5/2/20 2:32,43.3266,-84.5361,42356,3866,8342,30148,26,531.6257448,190505,,9.127396355,84000026,USA,2391.098369,,,,,,,,,,,,,,,,,,
Minnesota,US,5/2/20 2:32,45.6945,-93.9002,5730,370,2282,3078,27,115.8407471,74829,1096,6.457242583,84000027,USA,1512.783117,19.12739965,,,,,,,,,,,,,,,,,
Mississippi,US,5/2/20 2:32,32.7416,-89.6787,7212,281,3413,3518,28,249.1014456,71548,1226,3.896283971,84000028,USA,2471.257658,16.99944537,,,,,,,,,,,,,,,,,
Missouri,US,5/2/20 2:32,38.4561,-92.2884,8067,360,0,7707,29,137.6748968,82425,,4.462625511,84000029,USA,1406.700554,,,,,,,,,,,,,,,,,,
Montana,US,5/2/20 2:32,46.9219,-110.4544,453,16,397,40,30,52.31025408,14203,61,3.53200883,84000030,USA,1640.093904,13.46578366,,,,,,,,,,,,,,,,,
Nebraska,US,5/2/20 2:32,41.1254,-98.2681,5008,73,0,4935,31,328.3348806,27385,,1.457667732,84000031,USA,1795.417473,,,,,,,,,,,,,,,,,,
Nevada,US,5/2/20 2:32,38.3135,-117.0554,5248,246,182,4820,32,173.9651016,43595,,4.6875,84000032,USA,1445.12359,,,,,,,,,,,,,,,,,,
New Hampshire,US,5/2/20 2:32,43.4525,-71.5639,2310,81,980,1249,33,173.9263998,22049,262,3.506493506,84000033,USA,1660.13125,11.34199134,,,,,,,,,,,,,,,,,
New Jersey,US,5/2/20 2:32,40.2989,-74.521,121190,7538,15642,98010,34,1364.415758,256545,,6.219985147,84000034,USA,2888.307951,,,,,,,,,,,,,,,,,,
New Mexico,US,5/2/20 2:32,34.8405,-106.2485,3513,131,760,2622,35,210.6704935,67869,536,3.729006547,84000035,USA,4070.024401,15.25761457,,,,,,,,,,,,,,,,,
New York,US,5/2/20 2:32,42.1657,-74.9481,308314,24039,56187,228088,36,1828.560245,927438,67180,7.79692132,84000036,USA,5500.484105,21.78947437,,,,,,,,,,,,,,,,,
North Carolina,US,5/2/20 2:32,35.6301,-79.8064,11070,419,0,10651,37,111.6166518,133832,,3.785004517,84000037,USA,1349.401964,,,,,,,,,,,,,,,,,,
North Dakota,US,5/2/20 2:32,47.5289,-99.784,1107,23,482,602,38,182.5473518,29525,86,2.077687444,84000038,USA,4868.753896,7.768744354,,,,,,,,,,,,,,,,,
Northern Mariana Islands,US,5/2/20 2:32,15.0979,145.6739,14,2,12,0,69,25.38807486,763,,14.28571429,580,MNP,1383.65008,,,,,,,,,,,,,,,,,,
Ohio,US,5/2/20 2:32,40.3888,-82.7649,18743,1003,0,17740,39,167.7397068,140506,3634,5.351331164,84000039,USA,1257.452662,19.38857173,,,,,,,,,,,,,,,,,
Oklahoma,US,5/2/20 2:32,35.5653,-96.9289,3748,230,2467,1051,40,102.4706135,63552,715,6.13660619,84000040,USA,1737.516657,19.07684098,,,,,,,,,,,,,,,,,
Oregon,US,5/2/20 2:32,44.572,-122.0709,2579,104,0,2475,41,64.36117726,58176,591,4.032570764,84000041,USA,1451.832434,22.91585886,,,,,,,,,,,,,,,,,
Pennsylvania,US,5/2/20 2:32,40.5908,-77.2098,49579,2635,0,46944,42,393.8749697,227448,,5.314750197,84000042,USA,1806.935882,,,,,,,,,,,,,,,,,,
Puerto Rico,US,5/2/20 2:32,18.2208,-66.5901,1575,94,0,1481,72,53.69181512,10888,,5.968253968,630,PRI,371.1723702,,,,,,,,,,,,,,,,,,
Rhode Island,US,5/2/20 2:32,41.6809,-71.5118,8962,279,485,8198,44,845.9816814,66648,937,3.113144387,84000044,USA,6291.339779,10.45525552,,,,,,,,,,,,,,,,,
South Carolina,US,5/2/20 2:32,33.8569,-80.945,6258,256,3622,2380,45,124.1672826,59379,1110,4.090763822,84000045,USA,1178.160606,17.73729626,,,,,,,,,,,,,,,,,
South Dakota,US,5/2/20 2:32,44.2998,-99.4388,2525,21,1686,818,46,343.1210015,17363,179,0.831683168,84000046,USA,2359.449484,7.089108911,,,,,,,,,,,,,,,,,
Tennessee,US,5/2/20 2:32,35.7478,-86.6923,11891,204,5546,6141,47,181.1291485,186132,1113,1.715583214,84000047,USA,2835.247723,9.360020183,,,,,,,,,,,,,,,,,
Texas,US,5/2/20 2:32,31.0545,-97.5635,29692,840,14122,14730,48,129.1823672,351775,,2.829044861,84000048,USA,1530.483876,,,,,,,,,,,,,,,,,,
Utah,US,5/2/20 2:32,40.15,-111.8624,4828,46,2062,2720,49,168.464717,112558,403,0.952775476,84000049,USA,3927.516904,8.347141674,,,,,,,,,,,,,,,,,
Vermont,US,5/2/20 2:32,44.0459,-72.7107,879,50,0,829,50,143.9588857,16233,,5.688282139,84000050,USA,2658.571777,,,,,,,,,,,,,,,,,,
Virgin Islands,US,5/2/20 2:32,18.3358,-64.8963,66,4,51,11,78,61.52813514,877,,6.060606061,850,VIR,817.5784018,,,,,,,,,,,,,,,,,,
Virginia,US,5/2/20 2:32,37.7693,-78.17,16902,581,2196,14125,51,213.7537418,105648,3654,3.437463022,84000051,USA,1336.093676,21.61874334,,,,,,,,,,,,,,,,,
Washington,US,5/2/20 2:32,47.4009,-121.4905,14637,824,0,13813,53,193.8828805,193981,,5.629568901,84000053,USA,2569.487945,,,,,,,,,,,,,,,,,,
West Virginia,US,5/2/20 2:32,38.4912,-80.9545,1152,46,555,551,54,87.07496156,46844,,3.993055556,84000054,USA,3540.746093,,,,,,,,,,,,,,,,,,
Wisconsin,US,5/2/20 2:32,44.2685,-89.6165,7314,327,3352,3635,55,141.3450506,79880,1544,4.470877769,84000055,USA,1543.70285,21.11019962,,,,,,,,,,,,,,,,,
Wyoming,US,5/2/20 2:32,42.756,-107.3025,566,7,373,186,56,113.8283324,9695,56,1.236749117,84000056,USA,1949.76269,9.893992933,,,,,,,,,,,,,,,,,
Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,,,,,,,,,,,,,,,,,
Alabama,US,5/3/20 2:32,32.3182,-86.9023,7611,288,0,7323,1,162.3196244,92209,1023,3.783996847,84000001,USA,1966.539252,13.44107213,,,,,,,,,,,,,,,,,
Alaska,US,5/3/20 2:32,61.3707,-152.4044,365,9,261,95,2,61.06241918,21399,,2.465753425,84000002,USA,3579.930707,,,,,,,,,,,,,,,,,,
American Samoa,US,5/3/20 2:32,-14.271,-170.132,0,0,0,0,60,0,57,,,16,ASM,102.4424435,,,,,,,,,,,,,,,,,,
Arizona,US,5/3/20 2:32,33.7298,-111.4312,8364,330,1565,6469,4,114.9103613,77997,1339,3.945480631,84000004,USA,1071.576213,16.00908656,,,,,,,,,,,,,,,,,
Arkansas,US,5/3/20 2:32,34.9697,-92.3731,3372,72,1987,1313,5,130.2419789,51582,414,2.135231317,84000005,USA,1992.331482,12.27758007,,,,,,,,,,,,,,,,,
California,US,5/3/20 2:32,36.1162,-119.6816,53347,2180,0,51167,6,136.0593665,686803,,4.086452846,84000006,USA,1751.663282,,,,,,,,,,,,,,,,,,
Colorado,US,5/3/20 2:32,39.0598,-105.3111,16225,832,2553,12840,8,286.3161357,76949,2747,5.12788906,84000008,USA,1357.888464,16.93066256,,,,,,,,,,,,,,,,,
Connecticut,US,5/3/20 2:32,41.5978,-72.7554,29287,2436,4346,22505,9,821.4485959,100257,7758,8.317683614,84000009,USA,2812.031682,26.48956875,,,,,,,,,,,,,,,,,
Delaware,US,5/3/20 2:32,39.3185,-75.5071,5038,168,1546,3324,10,517.3738195,23112,,3.33465661,84000010,USA,2373.470369,,,,,,,,,,,,,,,,,,
Diamond Princess,US,5/3/20 2:32,,,49,0,0,49,88888,,,,0,84088888,USA,,,,,,,,,,,,,,,,,,,
